Category,Cause,Site,Month,Year,Severity,Status,Count
Transport,Equipment,Shirley,Aug,2008,Major,Open,9
Equipment,Design,Shirley,Aug,2008,Critical,Open,9
Equipment,Procedure,Shirley,Aug,2008,Medium,Closed,7
Security,Equipment,Shirley,Aug,2008,Medium,Open,6
Security,Material,Shirley,Aug,2008,Medium,Closed,8
Divergence,Procedure,Shirley,Aug,2008,Near Miss,Open,14
Divergence,External,Shirley,Aug,2008,Major,Open,4
Complaint,Training,Shirley,Aug,2008,Medium,Open,12
Complaint,Procedure,Shirley,Aug,2008,Major,Open,5
Customer,Material,Lincoln,Aug,2008,Near Miss,Closed,8
Customer,Personnel,Lincoln,Aug,2008,Critical,Open,7
Spill,Material,Lincoln,Aug,2008,Near Miss,Closed,14
Spill,Equipment,Lincoln,Aug,2008,Medium,Open,9
Injury,External,Lincoln,Aug,2008,Major,Closed,11
Injury,Procedure,Lincoln,Aug,2008,Near Miss,Closed,6
Transport,Material,Lincoln,Aug,2008,Major,Closed,10
Transport,Design,Lincoln,Aug,2008,Major,Open,7
Equipment,Design,Lincoln,Aug,2008,Major,Open,3
Equipment,Management,Lincoln,Aug,2008,Major,Closed,13
Security,Personnel,Lincoln,Aug,2008,Near Miss,Closed,6
Security,Material,Lincoln,Aug,2008,Major,Closed,9
Divergence,Procedure,Lincoln,Aug,2008,Near Miss,Closed,6
Divergence,Personnel,Lincoln,Aug,2008,Critical,Closed,5
Complaint,External,Lincoln,Aug,2008,Near Miss,Closed,10
Complaint,Training,Lincoln,Aug,2008,Critical,Open,10
Customer,Equipment,Maynard,Aug,2008,Major,Closed,8
Customer,Procedure,Maynard,Aug,2008,Critical,Closed,9
Spill,Management,Maynard,Aug,2008,Major,Open,9
Spill,External,Maynard,Aug,2008,Medium,Open,15
Injury,Management,Maynard,Aug,2008,Major,Closed,7
Injury,External,Maynard,Aug,2008,Major,Closed,9
Transport,Design,Maynard,Aug,2008,Critical,Open,7
Transport,Equipment,Maynard,Aug,2008,Near Miss,Open,4
Equipment,Equipment,Maynard,Aug,2008,Medium,Closed,5
Equipment,Design,Maynard,Aug,2008,Major,Open,10
Security,Design,Maynard,Aug,2008,Near Miss,Closed,11
Security,Material,Maynard,Aug,2008,Medium,Closed,10
Divergence,Equipment,Maynard,Aug,2008,Critical,Open,11
Divergence,Design,Maynard,Aug,2008,Medium,Closed,7
Complaint,External,Maynard,Aug,2008,Near Miss,Closed,5
Complaint,Procedure,Maynard,Aug,2008,Near Miss,Closed,10
Customer,Personnel,Acton,Aug,2008,Medium,Closed,9
Customer,Material,Acton,Aug,2008,Near Miss,Closed,8
Spill,Training,Acton,Aug,2008,Major,Closed,8
Spill,Personnel,Acton,Aug,2008,Near Miss,Closed,6
Injury,External,Acton,Aug,2008,Near Miss,Closed,6
Injury,Procedure,Acton,Aug,2008,Near Miss,Closed,7
Transport,Training,Acton,Aug,2008,Medium,Open,11
Transport,External,Acton,Aug,2008,Major,Closed,7
Equipment,External,Acton,Aug,2008,Critical,Closed,7
Equipment,Procedure,Acton,Aug,2008,Near Miss,Closed,3
Security,External,Acton,Aug,2008,Major,Closed,7
Security,Design,Acton,Aug,2008,Critical,Closed,5
Divergence,Training,Acton,Aug,2008,Critical,Open,7
Divergence,Equipment,Acton,Aug,2008,Medium,Open,10
Complaint,Management,Acton,Aug,2008,Near Miss,Closed,7
Complaint,Equipment,Acton,Aug,2008,Medium,Open,6
Customer,Design,Concord,Aug,2008,Near Miss,Closed,11
Customer,Management,Concord,Aug,2008,Medium,Closed,8
Spill,Procedure,Concord,Aug,2008,Medium,Closed,15
Spill,Material,Concord,Aug,2008,Near Miss,Closed,10
Injury,Material,Concord,Aug,2008,Critical,Closed,8
Injury,Procedure,Concord,Aug,2008,Major,Open,5
Transport,Training,Concord,Aug,2008,Near Miss,Open,6
Transport,Equipment,Concord,Aug,2008,Near Miss,Closed,10
Equipment,Training,Concord,Aug,2008,Medium,Closed,13
Equipment,Management,Concord,Aug,2008,Medium,Closed,6
Security,Equipment,Concord,Aug,2008,Medium,Closed,4
Security,Management,Concord,Aug,2008,Near Miss,Open,10
Divergence,Training,Concord,Aug,2008,Medium,Closed,8
Divergence,Personnel,Concord,Aug,2008,Near Miss,Open,5
Complaint,Management,Concord,Aug,2008,Medium,Open,9
Complaint,Procedure,Concord,Aug,2008,Major,Closed,6
Customer,Material,Hudson,Aug,2008,Medium,Closed,9
Customer,Procedure,Hudson,Aug,2008,Critical,Closed,12
Spill,Management,Hudson,Aug,2008,Critical,Closed,4
Spill,Personnel,Hudson,Aug,2008,Medium,Closed,5
Injury,Equipment,Hudson,Aug,2008,Near Miss,Closed,8
Injury,Management,Hudson,Aug,2008,Medium,Open,6
Transport,Procedure,Hudson,Aug,2008,Critical,Closed,8
Transport,Design,Hudson,Aug,2008,Major,Closed,6
Equipment,Design,Hudson,Aug,2008,Medium,Closed,4
Equipment,Training,Hudson,Aug,2008,Critical,Closed,3
Security,Equipment,Hudson,Aug,2008,Critical,Open,5
Security,Procedure,Hudson,Aug,2008,Major,Closed,10
Divergence,Procedure,Hudson,Aug,2008,Critical,Closed,6
Divergence,External,Hudson,Aug,2008,Medium,Open,5
Complaint,Personnel,Hudson,Aug,2008,Near Miss,Closed,7
Complaint,Management,Hudson,Aug,2008,Medium,Closed,8
Customer,Design,Weston,Sep,2008,Near Miss,Closed,9
Customer,Material,Weston,Sep,2008,Critical,Open,5
Spill,Training,Weston,Sep,2008,Medium,Closed,8
Spill,Design,Weston,Sep,2008,Critical,Closed,8
Injury,Management,Weston,Sep,2008,Critical,Closed,8
Injury,Procedure,Weston,Sep,2008,Medium,Closed,8
Transport,Training,Weston,Sep,2008,Medium,Closed,9
Transport,Material,Weston,Sep,2008,Critical,Closed,13
Equipment,Training,Weston,Sep,2008,Critical,Open,8
Equipment,Procedure,Weston,Sep,2008,Near Miss,Closed,6
Security,Material,Weston,Sep,2008,Major,Closed,5
Security,Procedure,Weston,Sep,2008,Near Miss,Open,7
Divergence,Personnel,Weston,Sep,2008,Near Miss,Closed,9
Divergence,Design,Weston,Sep,2008,Medium,Closed,7
Complaint,Management,Weston,Sep,2008,Medium,Open,5
Complaint,Material,Weston,Sep,2008,Critical,Open,6
Customer,Personnel,Bolton,Sep,2008,Major,Open,7
Customer,Procedure,Bolton,Sep,2008,Medium,Closed,6
Spill,Procedure,Bolton,Sep,2008,Medium,Open,6
Spill,Training,Bolton,Sep,2008,Critical,Closed,9
Injury,Material,Bolton,Sep,2008,Critical,Closed,7
Injury,Equipment,Bolton,Sep,2008,Near Miss,Open,11
Transport,External,Bolton,Sep,2008,Medium,Closed,9
Transport,Personnel,Bolton,Sep,2008,Near Miss,Closed,10
Equipment,Management,Bolton,Sep,2008,Major,Closed,6
Equipment,External,Bolton,Sep,2008,Medium,Closed,5
Security,External,Bolton,Sep,2008,Critical,Closed,10
Security,Personnel,Bolton,Sep,2008,Critical,Open,7
Divergence,Procedure,Bolton,Sep,2008,Near Miss,Open,7
Divergence,Training,Bolton,Sep,2008,Major,Closed,11
Complaint,Personnel,Bolton,Sep,2008,Near Miss,Open,7
Complaint,Design,Bolton,Sep,2008,Critical,Closed,8
Customer,Personnel,Shirley,Sep,2008,Critical,Closed,4
Customer,Material,Shirley,Sep,2008,Near Miss,Closed,3
Spill,Design,Shirley,Sep,2008,Major,Open,4
Spill,Personnel,Shirley,Sep,2008,Major,Closed,12
Injury,Design,Shirley,Sep,2008,Critical,Open,15
Injury,Procedure,Shirley,Sep,2008,Medium,Open,9
Transport,Equipment,Shirley,Sep,2008,Near Miss,Closed,7
Transport,Personnel,Shirley,Sep,2008,Medium,Closed,9
Equipment,External,Shirley,Sep,2008,Critical,Closed,10
Security,Training,Shirley,Sep,2008,Near Miss,Closed,7
Security,Personnel,Shirley,Sep,2008,Major,Open,8
Divergence,Management,Shirley,Sep,2008,Critical,Closed,4
Divergence,External,Shirley,Sep,2008,Near Miss,Closed,10
Complaint,Equipment,Shirley,Sep,2008,Medium,Closed,11
Complaint,Training,Shirley,Sep,2008,Medium,Closed,5
Customer,Design,Lincoln,Sep,2008,Medium,Open,7
Customer,Material,Lincoln,Sep,2008,Major,Closed,10
Spill,External,Lincoln,Sep,2008,Critical,Closed,6
Spill,Design,Lincoln,Sep,2008,Major,Closed,14
Injury,Management,Lincoln,Sep,2008,Medium,Closed,9
Injury,Procedure,Lincoln,Sep,2008,Critical,Open,6
Transport,Management,Lincoln,Sep,2008,Major,Closed,7
Transport,Training,Lincoln,Sep,2008,Near Miss,Closed,12
Equipment,Material,Lincoln,Sep,2008,Near Miss,Open,12
Equipment,Procedure,Lincoln,Sep,2008,Medium,Open,5
Security,Procedure,Lincoln,Sep,2008,Near Miss,Open,7
Security,Training,Lincoln,Sep,2008,Major,Closed,9
Divergence,Equipment,Lincoln,Sep,2008,Near Miss,Closed,12
Divergence,Training,Lincoln,Sep,2008,Critical,Open,2
Complaint,Design,Lincoln,Sep,2008,Major,Open,7
Complaint,External,Lincoln,Sep,2008,Near Miss,Closed,8
Customer,Training,Maynard,Sep,2008,Major,Open,7
Customer,Equipment,Maynard,Sep,2008,Medium,Open,6
Spill,Management,Maynard,Sep,2008,Critical,Open,12
Spill,Procedure,Maynard,Sep,2008,Critical,Closed,8
Injury,Design,Maynard,Sep,2008,Near Miss,Closed,6
Injury,Material,Maynard,Sep,2008,Medium,Closed,8
Transport,Design,Maynard,Sep,2008,Near Miss,Open,6
Transport,Equipment,Maynard,Sep,2008,Critical,Closed,8
Equipment,Personnel,Maynard,Sep,2008,Major,Open,2
Equipment,Equipment,Maynard,Sep,2008,Major,Closed,8
Security,Material,Maynard,Sep,2008,Critical,Closed,5
Security,Management,Maynard,Sep,2008,Critical,Closed,8
Divergence,Procedure,Maynard,Sep,2008,Near Miss,Open,6
Divergence,Design,Maynard,Sep,2008,Medium,Open,6
Complaint,Material,Maynard,Sep,2008,Critical,Closed,7
Complaint,Personnel,Maynard,Sep,2008,Major,Closed,7
Customer,Training,Acton,Sep,2008,Near Miss,Closed,9
Customer,Personnel,Acton,Sep,2008,Near Miss,Open,6
Spill,Personnel,Acton,Sep,2008,Medium,Closed,7
Spill,Design,Acton,Sep,2008,Major,Open,6
Injury,Procedure,Acton,Sep,2008,Major,Closed,7
Injury,Material,Acton,Sep,2008,Major,Closed,14
Transport,Management,Acton,Sep,2008,Medium,Closed,10
Transport,External,Acton,Sep,2008,Medium,Open,7
Equipment,Personnel,Acton,Sep,2008,Critical,Closed,5
Equipment,Training,Acton,Sep,2008,Critical,Closed,7
Security,Material,Acton,Sep,2008,Near Miss,Open,15
Security,Equipment,Acton,Sep,2008,Major,Closed,4
Divergence,Personnel,Acton,Sep,2008,Major,Open,7
Divergence,Material,Acton,Sep,2008,Near Miss,Closed,4
Complaint,Equipment,Acton,Sep,2008,Medium,Closed,6
Complaint,Personnel,Acton,Sep,2008,Major,Closed,4
Customer,Procedure,Concord,Sep,2008,Medium,Closed,9
Customer,External,Concord,Sep,2008,Medium,Closed,15
Spill,External,Concord,Sep,2008,Major,Closed,5
Spill,Procedure,Concord,Sep,2008,Critical,Closed,10
Injury,Personnel,Concord,Sep,2008,Near Miss,Closed,7
Injury,Training,Concord,Sep,2008,Major,Closed,4
Transport,Training,Concord,Sep,2008,Near Miss,Closed,7
Transport,Procedure,Concord,Sep,2008,Critical,Open,5
Equipment,Personnel,Concord,Sep,2008,Medium,Closed,8
Equipment,Design,Concord,Sep,2008,Medium,Closed,9
Security,Management,Concord,Sep,2008,Critical,Open,5
Security,Procedure,Concord,Sep,2008,Medium,Open,9
Divergence,Material,Concord,Sep,2008,Major,Closed,10
Divergence,Management,Concord,Sep,2008,Major,Open,9
Complaint,Management,Concord,Sep,2008,Near Miss,Closed,6
Complaint,Material,Concord,Sep,2008,Critical,Open,13
Customer,Personnel,Hudson,Sep,2008,Major,Open,10
Customer,Training,Hudson,Sep,2008,Near Miss,Closed,7
Spill,Procedure,Hudson,Sep,2008,Medium,Open,8
Spill,Equipment,Hudson,Sep,2008,Medium,Open,4
Injury,External,Hudson,Sep,2008,Medium,Closed,9
Injury,Equipment,Hudson,Sep,2008,Major,Closed,7
Transport,Procedure,Hudson,Sep,2008,Critical,Open,5
Transport,Equipment,Hudson,Sep,2008,Critical,Closed,10
Equipment,Management,Hudson,Sep,2008,Critical,Closed,7
Equipment,Design,Hudson,Sep,2008,Medium,Closed,7
Security,Management,Hudson,Sep,2008,Critical,Closed,9
Security,Equipment,Hudson,Sep,2008,Medium,Open,13
Divergence,Design,Hudson,Sep,2008,Critical,Closed,9
Divergence,Management,Hudson,Sep,2008,Critical,Open,1
Complaint,Management,Hudson,Sep,2008,Major,Open,7
Complaint,Procedure,Hudson,Sep,2008,Medium,Closed,10
Customer,Personnel,Weston,Oct,2008,Near Miss,Closed,11
Customer,External,Weston,Oct,2008,Medium,Closed,7
Spill,Design,Weston,Oct,2008,Near Miss,Closed,11
Spill,Personnel,Weston,Oct,2008,Critical,Closed,9
Injury,Personnel,Weston,Oct,2008,Near Miss,Closed,6
Injury,Procedure,Weston,Oct,2008,Medium,Closed,8
Transport,Equipment,Weston,Oct,2008,Near Miss,Closed,4
Transport,Procedure,Weston,Oct,2008,Critical,Closed,11
Equipment,Design,Weston,Oct,2008,Medium,Closed,9
Equipment,Training,Weston,Oct,2008,Major,Closed,9
Security,Material,Weston,Oct,2008,Major,Closed,5
Security,Management,Weston,Oct,2008,Medium,Closed,8
Divergence,Procedure,Weston,Oct,2008,Critical,Closed,12
Divergence,Training,Weston,Oct,2008,Critical,Closed,6
Complaint,Personnel,Weston,Oct,2008,Major,Closed,12
Complaint,Management,Weston,Oct,2008,Major,Open,12
Customer,Management,Bolton,Oct,2008,Major,Closed,9
Customer,Procedure,Bolton,Oct,2008,Major,Closed,12
Spill,Training,Bolton,Oct,2008,Medium,Closed,9
Spill,Equipment,Bolton,Oct,2008,Near Miss,Open,7
Injury,Training,Bolton,Oct,2008,Major,Closed,6
Injury,Personnel,Bolton,Oct,2008,Major,Open,5
Transport,Management,Bolton,Oct,2008,Medium,Closed,7
Transport,Procedure,Bolton,Oct,2008,Near Miss,Closed,6
Equipment,Training,Bolton,Oct,2008,Near Miss,Closed,7
Equipment,Personnel,Bolton,Oct,2008,Near Miss,Open,11
Security,Equipment,Bolton,Oct,2008,Near Miss,Closed,7
Security,Design,Bolton,Oct,2008,Major,Closed,5
Divergence,Procedure,Bolton,Oct,2008,Critical,Closed,6
Divergence,Material,Bolton,Oct,2008,Medium,Open,5
Complaint,External,Bolton,Oct,2008,Near Miss,Open,7
Complaint,Equipment,Bolton,Oct,2008,Major,Closed,5
Customer,Equipment,Shirley,Oct,2008,Major,Open,5
Customer,Training,Shirley,Oct,2008,Critical,Closed,5
Spill,External,Shirley,Oct,2008,Medium,Open,4
Spill,Personnel,Shirley,Oct,2008,Major,Closed,11
Injury,Procedure,Shirley,Oct,2008,Major,Open,8
Injury,Equipment,Shirley,Oct,2008,Near Miss,Closed,5
Transport,External,Shirley,Oct,2008,Medium,Closed,8
Transport,Management,Shirley,Oct,2008,Medium,Closed,4
Equipment,Training,Shirley,Oct,2008,Critical,Closed,9
Equipment,External,Shirley,Oct,2008,Medium,Closed,4
Security,Material,Shirley,Oct,2008,Medium,Closed,6
Security,External,Shirley,Oct,2008,Medium,Closed,9
Divergence,Design,Shirley,Oct,2008,Near Miss,Open,9
Divergence,Procedure,Shirley,Oct,2008,Medium,Closed,6
Complaint,Design,Shirley,Oct,2008,Near Miss,Closed,8
Complaint,External,Shirley,Oct,2008,Near Miss,Closed,10
Customer,Material,Lincoln,Oct,2008,Major,Closed,8
Customer,Design,Lincoln,Oct,2008,Medium,Closed,4
Spill,External,Lincoln,Oct,2008,Near Miss,Closed,15
Spill,Design,Lincoln,Oct,2008,Medium,Open,13
Injury,External,Lincoln,Oct,2008,Near Miss,Closed,7
Injury,Personnel,Lincoln,Oct,2008,Critical,Open,6
Transport,Management,Lincoln,Oct,2008,Medium,Closed,9
Transport,External,Lincoln,Oct,2008,Medium,Open,9
Equipment,Design,Lincoln,Oct,2008,Critical,Open,12
Equipment,Training,Lincoln,Oct,2008,Critical,Closed,11
Security,Design,Lincoln,Oct,2008,Near Miss,Closed,4
Security,Procedure,Lincoln,Oct,2008,Critical,Closed,8
Divergence,Material,Lincoln,Oct,2008,Major,Closed,9
Divergence,External,Lincoln,Oct,2008,Major,Open,9
Complaint,Procedure,Lincoln,Oct,2008,Near Miss,Closed,8
Complaint,Training,Lincoln,Oct,2008,Critical,Open,5
Customer,Personnel,Maynard,Oct,2008,Major,Closed,8
Customer,Training,Maynard,Oct,2008,Medium,Closed,8
Spill,Management,Maynard,Oct,2008,Medium,Closed,9
Spill,Personnel,Maynard,Oct,2008,Medium,Closed,5
Injury,Training,Maynard,Oct,2008,Critical,Closed,12
Injury,Procedure,Maynard,Oct,2008,Critical,Open,6
Transport,Material,Maynard,Oct,2008,Major,Closed,8
Transport,Management,Maynard,Oct,2008,Medium,Closed,5
Equipment,Design,Maynard,Oct,2008,Near Miss,Closed,4
Equipment,Material,Maynard,Oct,2008,Medium,Closed,11
Security,Material,Maynard,Oct,2008,Critical,Closed,8
Security,Procedure,Maynard,Oct,2008,Critical,Closed,5
Divergence,Design,Maynard,Oct,2008,Critical,Open,10
Divergence,Procedure,Maynard,Oct,2008,Near Miss,Closed,8
Complaint,Management,Maynard,Oct,2008,Medium,Open,4
Complaint,Procedure,Maynard,Oct,2008,Medium,Open,7
Customer,Design,Acton,Oct,2008,Critical,Closed,10
Customer,Personnel,Acton,Oct,2008,Medium,Open,3
Spill,External,Acton,Oct,2008,Critical,Closed,12
Spill,Procedure,Acton,Oct,2008,Near Miss,Open,11
Injury,Equipment,Acton,Oct,2008,Medium,Closed,6
Injury,Training,Acton,Oct,2008,Critical,Closed,8
Transport,Material,Acton,Oct,2008,Near Miss,Closed,18
Transport,External,Acton,Oct,2008,Medium,Closed,5
Equipment,Material,Acton,Oct,2008,Medium,Closed,6
Equipment,External,Acton,Oct,2008,Major,Open,9
Security,External,Acton,Oct,2008,Major,Open,8
Security,Training,Acton,Oct,2008,Near Miss,Open,10
Divergence,External,Acton,Oct,2008,Medium,Closed,9
Divergence,Design,Acton,Oct,2008,Medium,Open,7
Complaint,Personnel,Acton,Oct,2008,Medium,Closed,4
Complaint,Training,Acton,Oct,2008,Critical,Open,7
Customer,Personnel,Concord,Oct,2008,Medium,Closed,7
Customer,Management,Concord,Oct,2008,Critical,Open,10
Spill,Personnel,Concord,Oct,2008,Critical,Closed,7
Spill,Training,Concord,Oct,2008,Medium,Open,4
Injury,Material,Concord,Oct,2008,Major,Closed,14
Injury,Procedure,Concord,Oct,2008,Major,Closed,13
Transport,External,Concord,Oct,2008,Near Miss,Open,9
Transport,Equipment,Concord,Oct,2008,Near Miss,Closed,7
Equipment,Management,Concord,Oct,2008,Medium,Closed,10
Equipment,External,Concord,Oct,2008,Near Miss,Closed,6
Security,External,Concord,Oct,2008,Critical,Closed,10
Security,Training,Concord,Oct,2008,Near Miss,Closed,7
Divergence,Training,Concord,Oct,2008,Near Miss,Closed,3
Divergence,Design,Concord,Oct,2008,Medium,Open,2
Complaint,External,Concord,Oct,2008,Major,Open,7
Complaint,Equipment,Concord,Oct,2008,Critical,Open,6
Customer,Design,Hudson,Oct,2008,Major,Closed,4
Customer,Personnel,Hudson,Oct,2008,Major,Open,7
Spill,Design,Hudson,Oct,2008,Critical,Open,6
Spill,Equipment,Hudson,Oct,2008,Critical,Closed,12
Injury,Design,Hudson,Oct,2008,Near Miss,Closed,5
Injury,Personnel,Hudson,Oct,2008,Medium,Closed,4
Transport,Personnel,Hudson,Oct,2008,Near Miss,Open,7
Transport,Equipment,Hudson,Oct,2008,Major,Closed,4
Equipment,Management,Hudson,Oct,2008,Medium,Closed,7
Equipment,Material,Hudson,Oct,2008,Critical,Closed,3
Security,Equipment,Hudson,Oct,2008,Medium,Closed,10
Security,Personnel,Hudson,Oct,2008,Critical,Closed,9
Divergence,Procedure,Hudson,Oct,2008,Medium,Closed,7
Divergence,Equipment,Hudson,Oct,2008,Medium,Closed,7
Complaint,Design,Hudson,Oct,2008,Medium,Closed,11
Complaint,Procedure,Hudson,Oct,2008,Medium,Closed,11
Customer,Training,Weston,Nov,2008,Near Miss,Open,7
Customer,Material,Weston,Nov,2008,Major,Closed,12
Spill,Equipment,Weston,Nov,2008,Near Miss,Open,5
Spill,External,Weston,Nov,2008,Major,Open,12
Injury,Design,Weston,Nov,2008,Medium,Open,7
Injury,Procedure,Weston,Nov,2008,Near Miss,Closed,15
Transport,Management,Weston,Nov,2008,Critical,Open,7
Transport,Training,Weston,Nov,2008,Near Miss,Closed,4
Equipment,Personnel,Weston,Nov,2008,Medium,Closed,5
Equipment,Procedure,Weston,Nov,2008,Major,Closed,6
Security,Management,Weston,Nov,2008,Major,Closed,8
Security,Training,Weston,Nov,2008,Major,Open,6
Divergence,Material,Weston,Nov,2008,Critical,Closed,6
Divergence,Management,Weston,Nov,2008,Critical,Open,8
Complaint,Personnel,Weston,Nov,2008,Major,Closed,5
Complaint,Equipment,Weston,Nov,2008,Major,Closed,3
Customer,Training,Bolton,Nov,2008,Critical,Closed,12
Customer,Design,Bolton,Nov,2008,Near Miss,Open,9
Spill,Training,Bolton,Nov,2008,Medium,Closed,9
Spill,External,Bolton,Nov,2008,Medium,Open,7
Injury,Design,Bolton,Nov,2008,Near Miss,Closed,6
Injury,Training,Bolton,Nov,2008,Medium,Closed,10
Transport,Management,Bolton,Nov,2008,Critical,Open,4
Transport,Material,Bolton,Nov,2008,Medium,Closed,11
Equipment,Training,Bolton,Nov,2008,Critical,Closed,11
Equipment,External,Bolton,Nov,2008,Near Miss,Open,7
Security,Material,Bolton,Nov,2008,Critical,Open,10
Security,Equipment,Bolton,Nov,2008,Medium,Open,10
Divergence,Equipment,Bolton,Nov,2008,Critical,Open,2
Divergence,External,Bolton,Nov,2008,Critical,Closed,9
Complaint,External,Bolton,Nov,2008,Near Miss,Open,6
Complaint,Training,Bolton,Nov,2008,Near Miss,Closed,8
Customer,Equipment,Shirley,Nov,2008,Critical,Closed,5
Customer,Personnel,Shirley,Nov,2008,Medium,Closed,11
Spill,External,Shirley,Nov,2008,Near Miss,Closed,6
Spill,Material,Shirley,Nov,2008,Critical,Open,13
Injury,Procedure,Shirley,Nov,2008,Near Miss,Closed,4
Injury,Equipment,Shirley,Nov,2008,Major,Closed,5
Transport,Equipment,Shirley,Nov,2008,Medium,Open,7
Transport,Management,Shirley,Nov,2008,Major,Closed,14
Equipment,Training,Shirley,Nov,2008,Major,Closed,6
Equipment,Personnel,Shirley,Nov,2008,Major,Open,10
Security,Design,Shirley,Nov,2008,Near Miss,Closed,8
Security,Training,Shirley,Nov,2008,Major,Closed,13
Divergence,Material,Shirley,Nov,2008,Near Miss,Closed,7
Divergence,Management,Shirley,Nov,2008,Medium,Closed,9
Complaint,Training,Shirley,Nov,2008,Medium,Closed,10
Complaint,Equipment,Shirley,Nov,2008,Near Miss,Closed,9
Customer,Equipment,Lincoln,Nov,2008,Medium,Closed,5
Customer,Design,Lincoln,Nov,2008,Near Miss,Closed,9
Spill,Equipment,Lincoln,Nov,2008,Major,Closed,12
Spill,Management,Lincoln,Nov,2008,Near Miss,Closed,6
Injury,Training,Lincoln,Nov,2008,Major,Closed,7
Injury,Equipment,Lincoln,Nov,2008,Near Miss,Closed,5
Transport,Equipment,Lincoln,Nov,2008,Major,Closed,8
Transport,External,Lincoln,Nov,2008,Major,Closed,6
Equipment,Equipment,Lincoln,Nov,2008,Major,Open,8
Equipment,Management,Lincoln,Nov,2008,Medium,Closed,12
Security,Personnel,Lincoln,Nov,2008,Near Miss,Closed,10
Security,External,Lincoln,Nov,2008,Major,Closed,11
Divergence,Material,Lincoln,Nov,2008,Critical,Closed,9
Divergence,Design,Lincoln,Nov,2008,Medium,Closed,14
Complaint,External,Lincoln,Nov,2008,Critical,Closed,11
Complaint,Management,Lincoln,Nov,2008,Major,Closed,7
Customer,Design,Maynard,Nov,2008,Near Miss,Open,11
Customer,Material,Maynard,Nov,2008,Near Miss,Closed,4
Spill,Material,Maynard,Nov,2008,Medium,Open,7
Spill,Personnel,Maynard,Nov,2008,Near Miss,Closed,7
Injury,Design,Maynard,Nov,2008,Critical,Open,10
Injury,Training,Maynard,Nov,2008,Critical,Closed,9
Transport,Equipment,Maynard,Nov,2008,Major,Closed,4
Transport,Procedure,Maynard,Nov,2008,Major,Closed,11
Equipment,Design,Maynard,Nov,2008,Medium,Closed,11
Equipment,Material,Maynard,Nov,2008,Critical,Closed,5
Security,Personnel,Maynard,Nov,2008,Medium,Closed,7
Security,Equipment,Maynard,Nov,2008,Medium,Closed,14
Divergence,Management,Maynard,Nov,2008,Near Miss,Open,12
Divergence,Training,Maynard,Nov,2008,Major,Closed,4
Complaint,Equipment,Maynard,Nov,2008,Near Miss,Closed,7
Complaint,Material,Maynard,Nov,2008,Critical,Closed,8
Customer,Personnel,Acton,Nov,2008,Near Miss,Closed,7
Customer,External,Acton,Nov,2008,Near Miss,Open,8
Spill,Procedure,Acton,Nov,2008,Near Miss,Closed,5
Spill,External,Acton,Nov,2008,Near Miss,Closed,7
Injury,Procedure,Acton,Nov,2008,Medium,Closed,6
Injury,Design,Acton,Nov,2008,Critical,Closed,6
Transport,Training,Acton,Nov,2008,Medium,Closed,11
Transport,External,Acton,Nov,2008,Critical,Closed,9
Equipment,Personnel,Acton,Nov,2008,Medium,Closed,9
Equipment,Design,Acton,Nov,2008,Critical,Closed,9
Security,Design,Acton,Nov,2008,Major,Open,9
Security,Personnel,Acton,Nov,2008,Major,Closed,11
Divergence,Procedure,Acton,Nov,2008,Major,Closed,4
Divergence,External,Acton,Nov,2008,Critical,Closed,7
Complaint,Personnel,Acton,Nov,2008,Medium,Closed,9
Complaint,Material,Acton,Nov,2008,Major,Open,8
Customer,Training,Concord,Nov,2008,Near Miss,Open,6
Customer,Personnel,Concord,Nov,2008,Medium,Open,7
Spill,Design,Concord,Nov,2008,Medium,Closed,6
Spill,Material,Concord,Nov,2008,Critical,Closed,8
Injury,Design,Concord,Nov,2008,Critical,Closed,13
Injury,Procedure,Concord,Nov,2008,Near Miss,Closed,5
Transport,Equipment,Concord,Nov,2008,Major,Open,9
Transport,Training,Concord,Nov,2008,Near Miss,Open,5
Equipment,Management,Concord,Nov,2008,Major,Open,6
Equipment,Design,Concord,Nov,2008,Major,Closed,8
Security,Personnel,Concord,Nov,2008,Major,Closed,5
Security,Material,Concord,Nov,2008,Near Miss,Closed,8
Divergence,Management,Concord,Nov,2008,Critical,Closed,7
Divergence,Procedure,Concord,Nov,2008,Critical,Closed,9
Complaint,Material,Concord,Nov,2008,Near Miss,Open,9
Complaint,Personnel,Concord,Nov,2008,Major,Closed,6
Customer,Procedure,Hudson,Nov,2008,Medium,Closed,4
Customer,Management,Hudson,Nov,2008,Near Miss,Closed,8
Spill,Personnel,Hudson,Nov,2008,Critical,Closed,11
Spill,Procedure,Hudson,Nov,2008,Near Miss,Closed,8
Injury,Procedure,Hudson,Nov,2008,Major,Closed,7
Injury,Design,Hudson,Nov,2008,Critical,Open,8
Transport,Management,Hudson,Nov,2008,Medium,Open,13
Transport,External,Hudson,Nov,2008,Medium,Closed,10
Equipment,Design,Hudson,Nov,2008,Critical,Closed,5
Equipment,Equipment,Hudson,Nov,2008,Medium,Closed,11
Security,Material,Hudson,Nov,2008,Medium,Open,11
Security,Training,Hudson,Nov,2008,Critical,Closed,3
Divergence,Design,Hudson,Nov,2008,Near Miss,Closed,7
Divergence,External,Hudson,Nov,2008,Near Miss,Open,11
Complaint,Material,Hudson,Nov,2008,Critical,Closed,7
